game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,game_ordered_id,home_elo_start,away_elo_start,home_elo_end,away_elo_end
game_2023_1,PRO,MAN,1,1,1.63,0.34,17,8,5,4,0,0,0,0,0.53,1,1500.0,1500.0,1512.5,1487.5
game_2023_2,FOR,LEX,1,0,0.98,0.9,9,11,5,2,0,0,0,0,0.57,2,1500.0,1500.0,1512.5,1487.5
game_2023_3,SJU,DES,1,2,1.23,1.11,16,9,6,7,0,0,0,0,0.47,3,1500.0,1500.0,1487.5,1512.5
game_2023_4,FAR,ANC,0,1,2.27,1.08,4,14,8,3,0,0,0,0,0.51,4,1500.0,1500.0,1487.5,1512.5
game_2023_5,DOV,BAK,0,0,1.9,0.56,17,6,5,3,0,0,0,0,0.53,5,1500.0,1500.0,1512.5,1487.5
game_2023_6,ALB,LAR,1,1,0.62,0.78,11,17,9,4,0,0,0,0,0.54,6,1500.0,1500.0,1487.5,1512.5
game_2023_7,SAS,MOB,0,0,0.75,0.38,14,12,7,6,0,0,0,0,0.44,7,1500.0,1500.0,1512.5,1487.5
game_2023_8,CHM,EUG,0,0,1.54,1.18,11,3,8,0,0,0,0,0,0.57,8,1500.0,1500.0,1512.5,1487.5
game_2023_9,TOL,JAC,1,2,1.2,1.2,17,20,6,4,0,0,0,0,0.49,9,1500.0,1500.0,1487.5,1512.5
game_2023_10,REN,OAK,1,1,0.7,0.17,7,7,4,6,0,0,0,0,0.57,10,1500.0,1500.0,1512.5,1487.5
game_2023_11,SFS,AUG,1,1,1.34,1.2,6,11,2,1,0,0,0,0,0.54,11,1500.0,1500.0,1512.5,1487.5
game_2023_12,TUC,BOI,1,5,1.06,2.09,17,14,7,7,0,0,1,1,0.53,12,1500.0,1500.0,1487.5,1512.5
game_2023_13,LRO,TAC,1,1,2.17,0.23,13,5,8,5,0,0,0,1,0.44,13,1500.0,1500.0,1512.5,1487.5
game_2023_14,ANC,LRO,1,0,1.74,1.0,17,9,4,5,0,0,0,0,0.36,14,1512.5,1512.5,1525.0,1500.0
game_2023_15,WIC,CHM,1,1,1.29,0.91,16,11,13,4,0,0,0,0,0.46,15,1500.0,1512.5,1512.9495297093192,1499.5504702906808
game_2023_16,LAR,SAS,2,1,1.88,0.32,18,3,3,2,0,0,0,0,0.48,16,1512.5,1512.5,1525.0,1500.0
game_2023_17,LEX,SJU,0,0,0.49,0.28,12,9,3,5,0,0,0,0,0.49,17,1487.5,1487.5,1500.0,1475.0
game_2023_18,TAC,TUC,1,3,0.9,2.11,18,18,7,10,0,0,0,0,0.58,18,1487.5,1487.5,1475.0,1500.0
game_2023_19,DES,SFS,2,2,1.42,0.87,20,10,6,8,0,0,0,1,0.49,19,1512.5,1512.5,1525.0,1500.0
game_2023_20,BAK,OAK,1,2,1.27,1.64,9,20,2,3,0,0,0,0,0.55,20,1487.5,1487.5,1475.0,1500.0
game_2023_21,EUG,AUG,2,1,1.16,1.44,10,11,5,5,0,0,0,0,0.53,21,1487.5,1487.5,1500.0,1475.0
game_2023_22,MAN,TOL,3,1,0.67,1.53,19,18,9,9,0,0,0,0,0.53,22,1487.5,1487.5,1500.0,1475.0
game_2023_23,JAC,DOV,2,3,1.01,2.42,7,17,5,5,0,0,0,0,0.65,23,1512.5,1512.5,1500.0,1525.0
game_2023_24,MOB,SPR,1,0,1.42,0.7,15,6,6,4,0,0,1,1,0.67,24,1487.5,1500.0,1500.4495297093192,1487.0504702906808
game_2023_25,BOI,REN,1,1,2.21,0.78,24,9,10,0,0,0,0,0,0.48,25,1512.5,1512.5,1525.0,1500.0
game_2023_26,FOR,PRO,1,2,2.05,0.77,17,14,2,2,0,0,0,0,0.58,26,1512.5,1512.5,1500.0,1525.0
game_2023_27,FAR,ALB,3,2,2.26,1.16,17,10,8,6,0,0,1,0,0.69,27,1487.5,1487.5,1500.0,1475.0
game_2023_28,ALB,FOR,2,2,1.04,1.25,15,12,1,2,0,0,0,0,0.39,28,1475.0,1500.0,1463.3978981736275,1511.6021018263725
game_2023_29,SJU,MAN,1,2,2.31,2.1,19,20,4,3,0,0,1,0,0.55,29,1475.0,1500.0,1463.3978981736275,1511.6021018263725
game_2023_30,TOL,LEX,1,1,2.18,1.27,22,9,6,4,0,0,0,0,0.69,30,1475.0,1500.0,1488.3978981736275,1486.6021018263725
game_2023_31,REN,SFS,0,1,1.5,0.83,18,10,4,7,0,0,0,0,0.37,31,1500.0,1500.0,1487.5,1512.5
game_2023_32,PRO,FAR,3,1,1.61,1.16,16,19,9,2,0,0,0,0,0.47,32,1525.0,1500.0,1536.6021018263725,1488.3978981736275
game_2023_33,AUG,JAC,0,2,1.63,1.16,9,8,2,2,0,0,0,0,0.51,33,1475.0,1500.0,1463.3978981736275,1511.6021018263725
game_2023_34,SAS,OAK,0,2,0.29,0.99,10,15,2,2,0,0,0,0,0.57,34,1500.0,1500.0,1487.5,1512.5
game_2023_35,LAR,BOI,3,0,2.03,0.5,14,7,4,5,0,0,0,0,0.5,35,1525.0,1525.0,1537.5,1512.5
game_2023_36,DOV,WIC,0,2,1.11,1.34,9,13,7,4,0,0,0,0,0.31,36,1525.0,1512.9495297093192,1512.066623248041,1525.8829064612783
game_2023_37,ANC,TAC,3,1,3.05,0.81,17,5,6,1,0,0,1,1,0.44,37,1525.0,1475.0,1535.7134220647904,1464.2865779352096
game_2023_38,CHM,MOB,0,2,1.85,1.14,15,5,6,2,0,0,0,0,0.48,38,1499.5504702906808,1500.4495297093192,1487.0828164812176,1512.9171835187824
game_2023_39,TUC,EUG,3,1,2.18,0.51,14,10,4,9,1,0,1,0,0.58,39,1500.0,1500.0,1512.5,1487.5
game_2023_40,LRO,DES,1,1,1.67,0.55,14,9,7,3,0,0,0,0,0.6,40,1500.0,1525.0,1513.3978981736275,1511.6021018263725
game_2023_41,SPR,BAK,3,3,0.9,1.18,11,8,4,4,0,0,0,1,0.48,41,1487.0504702906808,1475.0,1474.1170935387217,1487.933376751959
game_2023_42,TUC,ANC,2,0,1.67,0.95,14,16,5,2,0,0,0,0,0.58,42,1512.5,1535.7134220647904,1525.8339294600462,1522.3794926047442
game_2023_43,MOB,SJU,0,1,0.57,1.49,5,9,9,8,0,0,1,0,0.5,43,1512.9171835187824,1463.3978981736275,1498.6475507209773,1477.6675309714326
game_2023_44,LEX,PRO,0,1,1.14,0.58,12,8,5,6,0,0,0,0,0.49,44,1486.6021018263725,1536.6021018263725,1475.8886797615821,1547.315523891163
game_2023_45,LRO,JAC,0,1,0.95,1.89,11,11,8,3,0,0,0,0,0.54,45,1513.3978981736275,1511.6021018263725,1500.8332897818023,1524.1667102181977
game_2023_46,DES,LAR,1,2,0.58,1.33,14,17,2,7,0,0,0,1,0.49,46,1511.6021018263725,1537.5,1500.0321317619694,1549.0699700644032
game_2023_47,BOI,OAK,2,0,1.38,0.41,18,14,4,11,0,0,0,0,0.42,47,1512.5,1512.5,1525.0,1500.0
game_2023_48,SFS,TOL,2,1,1.63,1.05,20,10,6,6,0,0,0,0,0.62,48,1512.5,1488.3978981736275,1524.1342455203642,1476.7636526532633
game_2023_49,AUG,DOV,3,3,0.84,0.82,10,18,7,3,0,0,0,0,0.73,49,1463.3978981736275,1512.066623248041,1477.637532588846,1497.8269888328225
game_2023_50,SAS,ALB,2,1,1.53,0.55,20,2,6,1,0,0,0,0,0.49,50,1487.5,1463.3978981736275,1499.1342455203642,1451.7636526532633
game_2023_51,BAK,WIC,1,2,1.45,1.15,5,10,7,5,0,0,0,0,0.38,51,1487.933376751959,1525.8829064612783,1476.793316808902,1537.0229664043352
game_2023_52,MAN,TAC,4,1,1.84,0.09,12,6,7,4,0,0,0,0,0.54,52,1511.6021018263725,1464.2865779352096,1522.4102354265308,1453.4784443350513
game_2023_53,SPR,CHM,2,1,0.83,0.69,12,15,5,6,0,0,1,1,0.44,53,1474.1170935387217,1487.0828164812176,1487.083356491078,1474.1165535288615
game_2023_54,FOR,REN,0,4,1.92,1.21,10,18,6,4,0,0,0,0,0.61,54,1511.6021018263725,1487.5,1498.2363473467367,1500.8657544796358
game_2023_55,FAR,EUG,1,0,1.24,0.84,14,11,4,5,0,0,0,0,0.62,55,1488.3978981736275,1487.5,1500.865593761959,1475.0323044116685
game_2023_56,DES,LEX,2,1,1.48,1.05,15,5,6,7,0,0,0,0,0.58,56,1500.0321317619694,1475.8886797615821,1511.6648967389015,1464.25591478465
game_2023_57,TAC,BOI,0,2,1.57,1.01,17,15,4,0,0,0,0,0,0.61,57,1453.4784443350513,1525.0,1443.515897189883,1534.9625471451684
game_2023_58,ALB,TOL,1,2,1.09,1.91,7,15,10,9,0,0,0,0,0.52,58,1451.7636526532633,1476.7636526532633,1440.1615508268908,1488.3657544796358
game_2023_59,SJU,LRO,0,0,1.36,1.32,17,8,4,5,0,0,0,0,0.44,59,1477.6675309714326,1500.8332897818023,1490.9997532247864,1487.5010675284484
game_2023_60,WIC,FOR,1,1,1.42,2.16,10,8,3,5,0,0,0,0,0.64,60,1537.0229664043352,1498.2363473467367,1523.1332739668762,1512.1260397841957
game_2023_61,DOV,DES,1,2,2.21,0.32,19,4,7,7,0,0,1,0,0.42,61,1497.8269888328225,1511.6648967389015,1485.8245845016604,1523.6673010700636
game_2023_62,MAN,SAS,1,1,1.63,0.54,22,3,3,7,0,0,0,0,0.53,62,1522.4102354265308,1499.1342455203642,1534.074064953414,1487.4704159934809
game_2023_63,PRO,TUC,4,0,1.61,0.65,24,11,2,2,0,0,0,0,0.54,63,1547.315523891163,1525.8339294600462,1559.0436447408065,1514.1058086104026
game_2023_64,TOL,FAR,2,3,1.24,1.52,16,14,2,1,0,0,1,0,0.61,64,1488.3657544796358,1500.865593761959,1476.3152784141498,1512.916069827445
game_2023_65,LEX,JAC,1,2,1.88,2.04,23,16,10,8,0,0,1,0,0.42,65,1464.25591478465,1524.1667102181977,1453.890266065397,1534.5323589374507
game_2023_66,CHM,OAK,1,1,1.15,0.62,17,10,7,8,0,0,0,1,0.66,66,1474.1165535288615,1500.0,1487.5460663993163,1486.5704871295452
game_2023_67,MOB,AUG,2,2,1.43,0.36,8,9,3,3,0,0,0,1,0.43,67,1498.6475507209773,1477.637532588846,1510.3925746038055,1465.8925087060177
game_2023_68,LAR,SPR,0,2,1.17,1.51,16,13,11,2,0,0,1,0,0.66,68,1549.0699700644032,1487.083356491078,1534.3631873694144,1501.7901391860667
game_2023_69,ANC,BOI,1,1,1.74,1.25,4,13,16,2,0,0,0,0,0.63,69,1522.3794926047442,1534.9625471451684,1535.3320065511207,1522.010033198792
game_2023_70,BAK,REN,0,2,2.06,1.14,16,16,5,6,0,0,0,0,0.44,70,1476.793316808902,1500.8657544796358,1465.1580091480828,1512.5010621404551
game_2023_71,EUG,TAC,0,3,1.52,2.57,15,20,5,8,0,0,0,0,0.48,71,1475.0323044116685,1443.515897189883,1461.4015104228208,1457.1466911787306
game_2023_72,ALB,SFS,1,3,2.21,2.32,23,12,6,1,0,0,0,2,0.49,72,1440.1615508268908,1524.1342455203642,1430.625226732553,1533.670569614702
game_2023_73,TOL,MAN,1,1,0.56,1.1,10,12,5,2,0,0,1,0,0.62,73,1476.3152784141498,1534.074064953414,1465.8743836442156,1544.5149597233483
game_2023_74,DOV,CHM,2,2,1.97,0.78,27,3,8,4,0,0,1,0,0.31,74,1485.8245845016604,1487.5460663993163,1498.3865192847509,1474.9841316162258
game_2023_75,SAS,ANC,1,2,2.49,0.82,25,11,7,3,0,0,0,0,0.35,75,1487.4704159934809,1535.3320065511207,1476.681564693482,1546.1208578511196
game_2023_76,SFS,FAR,0,5,0.9,1.2,9,9,3,2,0,0,0,0,0.43,76,1533.670569614702,1512.916069827445,1520.4247533787345,1526.1618860634123
game_2023_77,SPR,JAC,1,1,1.23,0.5,6,11,1,4,0,0,0,0,0.5,77,1501.7901391860667,1534.5323589374507,1515.4646602714672,1520.8578378520501
game_2023_78,PRO,LAR,5,1,0.72,1.61,16,11,2,3,0,0,0,0,0.37,78,1559.0436447408065,1534.3631873694144,1570.6571844701434,1522.7496476400775
game_2023_79,TAC,OAK,2,3,1.74,1.12,24,13,3,4,0,0,1,0,0.52,79,1457.1466911787306,1486.5704871295452,1445.7027737494152,1498.0144045588606
game_2023_80,EUG,ALB,1,1,0.83,1.48,12,16,4,3,0,0,1,0,0.5,80,1461.4015104228208,1430.625226732553,1447.797131654146,1444.229605501228
game_2023_81,TUC,WIC,2,1,2.72,0.38,16,8,8,2,0,0,0,0,0.33,81,1514.1058086104026,1523.1332739668762,1526.9305247135612,1510.3085578637176
game_2023_82,BOI,MOB,2,0,2.26,1.24,17,15,0,4,0,0,0,0,0.48,82,1522.010033198792,1510.3925746038055,1534.0922172331434,1498.310390569454
game_2023_83,DES,LRO,1,2,0.67,1.45,15,15,2,5,0,0,0,0,0.51,83,1523.6673010700636,1487.5010675284484,1509.8707957019858,1501.2975728965262
game_2023_84,FOR,BAK,2,1,2.11,1.03,14,11,9,6,0,0,0,0,0.57,84,1512.1260397841957,1465.1580091480828,1522.9464480857741,1454.3376008465043
game_2023_85,SJU,FOR,2,3,2.61,1.69,19,13,3,6,0,0,0,0,0.42,85,1490.9997532247864,1522.9464480857741,1479.6458996382366,1534.300301672324
game_2023_86,LAR,DES,2,0,1.36,0.6,17,10,5,2,0,0,0,0,0.4,86,1522.7496476400775,1509.8707957019858,1534.7865058037578,1497.8339375383055
game_2023_87,BAK,ANC,2,2,2.59,1.09,19,19,13,2,0,0,0,0,0.51,87,1454.3376008465043,1546.1208578511196,1470.065037591729,1530.393421105895
game_2023_88,SPR,SAS,4,1,2.67,0.96,24,16,5,3,0,0,0,0,0.53,88,1515.4646602714672,1476.681564693482,1526.575093034678,1465.5711319302711
game_2023_89,MAN,SFS,7,2,3.22,0.33,28,12,12,7,0,0,0,0,0.53,89,1544.5149597233483,1520.4247533787345,1556.1496311660894,1508.7900819359934
game_2023_90,REN,PRO,2,1,0.79,0.7,12,11,8,5,1,0,2,1,0.61,90,1512.5010621404551,1570.6571844701434,1527.074072139624,1556.0841744709746
game_2023_91,WIC,OAK,0,3,0.5,1.61,13,17,8,3,0,0,0,0,0.65,91,1510.3085578637176,1498.0144045588606,1497.366424663277,1510.9565377593012
game_2023_92,CHM,TOL,2,1,1.88,0.81,15,8,3,1,0,0,0,1,0.6,92,1474.9841316162258,1465.8743836442156,1487.1564571739664,1453.702058086475
game_2023_93,MOB,DOV,2,3,1.97,0.62,6,14,6,1,1,0,1,0,0.54,93,1498.310390569454,1498.3865192847509,1485.8131295201133,1510.8837803340916
game_2023_94,TUC,ALB,1,3,2.52,2.0,13,15,3,4,0,0,1,0,0.53,94,1526.9305247135612,1444.229605501228,1511.5100698280232,1459.650060386766
game_2023_95,JAC,EUG,2,1,2.6,0.5,16,8,4,6,0,0,1,0,0.54,95,1520.8578378520501,1447.797131654146,1530.7673395348904,1437.8876299713056
game_2023_96,AUG,BOI,2,1,1.77,0.67,16,6,8,3,0,0,0,0,0.56,96,1465.8925087060177,1534.0922172331434,1480.8151540069912,1519.1695719321697
game_2023_97,FAR,TAC,3,0,3.07,0.24,26,17,10,5,0,0,0,0,0.52,97,1526.1618860634123,1445.7027737494152,1535.817798072254,1436.0468617405736
game_2023_98,BAK,MAN,2,1,1.99,0.27,22,9,3,8,0,0,0,0,0.56,98,1470.065037591729,1556.1496311660894,1485.6003198843478,1540.6143488734706
game_2023_99,TAC,CHM,0,2,1.57,1.45,17,9,3,2,0,0,0,0,0.53,99,1436.0468617405736,1487.1564571739664,1425.3725271052201,1497.8307918093199
game_2023_100,ANC,DES,2,1,2.71,0.66,26,13,9,5,0,0,0,0,0.53,100,1530.393421105895,1497.8339375383055,1541.7254167600418,1486.5019418841587
game_2023_101,SAS,TUC,1,0,1.44,0.65,15,14,7,4,0,0,1,0,0.5,101,1465.5711319302711,1511.5100698280232,1479.7143531358365,1497.3668486224578
game_2023_102,DOV,JAC,2,0,1.34,0.41,14,8,5,9,0,0,0,0,0.46,102,1510.8837803340916,1530.7673395348904,1524.0983689079787,1517.5527509610033
game_2023_103,SJU,LAR,2,3,1.61,1.09,14,9,4,2,0,0,0,0,0.32,103,1479.6458996382366,1534.7865058037578,1469.113252164661,1545.3191532773335
game_2023_104,SFS,OAK,2,1,1.72,1.65,11,15,3,1,0,0,0,0,0.66,104,1508.7900819359934,1510.9565377593012,1521.3680254395933,1498.3785942557013
game_2023_105,ALB,BOI,1,1,1.64,1.95,15,14,6,2,0,0,0,0,0.53,105,1459.650060386766,1519.1695719321697,1449.2707419054673,1529.5488904134681
game_2023_106,WIC,REN,1,1,2.04,1.07,17,13,2,1,0,0,0,0,0.56,106,1497.366424663277,1527.074072139624,1510.932646015603,1513.507850787298
game_2023_107,FOR,EUG,1,7,1.38,1.51,16,13,7,2,0,0,0,0,0.67,107,1534.300301672324,1437.8876299713056,1518.417953889228,1453.7699777544015
game_2023_108,PRO,LRO,0,4,0.97,1.74,23,16,1,0,0,0,0,0,0.37,108,1556.0841744709746,1501.2975728965262,1541.6292447789583,1515.7525025885425
game_2023_109,LEX,FAR,1,0,1.02,0.24,20,10,8,4,0,0,1,0,0.45,109,1453.890266065397,1535.817798072254,1469.2844013106621,1520.423662826989
game_2023_110,TOL,SPR,3,1,1.35,0.7,13,15,5,3,1,0,1,0,0.64,110,1453.702058086475,1526.575093034678,1468.7860936528607,1511.4910574682924
game_2023_111,AUG,MOB,1,0,2.22,0.27,22,6,6,3,0,0,0,0,0.58,111,1480.8151540069912,1485.8131295201133,1493.4949582280237,1473.1333252990808
game_2023_112,JAC,LRO,1,2,2.15,1.39,15,12,6,2,0,0,1,0,0.39,112,1517.5527509610033,1515.7525025885425,1504.9879823989854,1528.3172711505604
game_2023_113,TUC,FOR,3,1,2.8,1.36,21,9,10,3,0,0,0,0,0.4,113,1497.3668486224578,1518.417953889228,1510.623297565126,1505.16150494656
game_2023_114,MOB,LEX,1,1,2.18,0.92,16,8,0,4,0,0,0,0,0.65,114,1473.1333252990808,1469.2844013106621,1485.4948547917215,1456.9228718180213
game_2023_115,TOL,DES,2,1,1.43,0.54,19,13,7,4,0,0,0,0,0.42,115,1468.7860936528607,1486.5019418841587,1481.9229207049736,1473.3651148320457
game_2023_116,TAC,SAS,1,2,0.41,0.62,11,8,2,2,0,1,1,2,0.56,116,1425.3725271052201,1479.7143531358365,1414.8118429914416,1490.275037249615
game_2023_117,CHM,SJU,3,1,1.52,0.32,19,6,2,6,0,0,2,0,0.43,117,1497.8307918093199,1469.113252164661,1509.2999417770466,1457.6441021969342
game_2023_118,BOI,SFS,1,1,2.02,0.54,16,2,5,2,0,0,0,0,0.37,118,1529.5488904134681,1521.3680254395933,1541.754614519843,1509.1623013332185
game_2023_119,LAR,PRO,0,1,1.27,0.47,11,11,9,4,0,0,0,0,0.66,119,1545.3191532773335,1541.6292447789583,1532.6864031386642,1554.2619949176276
game_2023_120,ANC,ALB,3,2,3.27,1.48,28,13,5,6,0,0,1,0,0.52,120,1541.7254167600418,1449.2707419054673,1550.9754454517733,1440.0207132137357
game_2023_121,MAN,SPR,0,0,1.44,1.03,18,11,2,7,0,0,0,0,0.44,121,1540.6143488734706,1511.4910574682924,1552.0690014321979,1500.0364049095651
game_2023_122,FAR,BAK,2,2,2.63,1.37,25,3,4,4,0,0,0,0,0.54,122,1520.423662826989,1485.6003198843478,1531.67497099954,1474.3490117117967
game_2023_123,OAK,DOV,1,1,0.98,1.48,16,19,7,3,0,0,0,0,0.6,123,1498.3785942557013,1524.0983689079787,1486.8022509156094,1535.6747122480706
game_2023_124,AUG,WIC,3,1,2.61,1.03,17,13,4,10,0,0,0,0,0.54,124,1493.4949582280237,1510.932646015603,1506.6218032236075,1497.8058010200193
game_2023_125,LEX,MOB,2,0,2.61,0.78,21,12,3,7,0,0,0,0,0.6,125,1456.9228718180213,1485.4948547917215,1470.4485204641724,1471.9692061455705
game_2023_126,LRO,MAN,2,1,1.16,0.82,16,14,1,5,0,0,1,0,0.61,126,1528.3172711505604,1552.0690014321979,1541.6704795977105,1538.7157929850478
game_2023_127,BAK,LEX,0,2,1.01,1.08,24,15,3,6,0,0,0,0,0.53,127,1474.3490117117967,1470.4485204641724,1461.708686153884,1483.0888460220851
game_2023_128,LAR,CHM,3,3,3.65,0.93,29,7,9,3,0,0,0,0,0.64,128,1532.6864031386642,1509.2999417770466,1544.3462760047992,1497.6400689109116
game_2023_129,WIC,ANC,0,4,0.71,1.49,10,14,5,6,0,0,0,0,0.59,129,1497.8058010200193,1550.9754454517733,1487.2039379824714,1561.5773084893212
game_2023_130,SJU,TUC,5,4,3.29,1.15,17,12,6,5,0,0,0,0,0.46,130,1457.6441021969342,1510.623297565126,1472.0355446442475,1496.2318551178128
game_2023_131,DES,PRO,2,0,1.8,0.98,17,11,12,4,0,0,0,0,0.53,131,1473.3651148320457,1554.2619949176276,1488.7241331439361,1538.9029766057372
game_2023_132,JAC,TOL,3,1,0.53,0.63,6,9,4,2,0,0,1,0,0.59,132,1504.9879823989854,1481.9229207049736,1516.659367026378,1470.251536077581
game_2023_133,FAR,DOV,2,2,2.04,1.83,21,11,10,5,0,0,0,0,0.66,133,1531.67497099954,1535.6747122480706,1544.31886690172,1523.0308163458906
game_2023_134,SPR,ALB,7,2,0.92,1.28,11,14,7,3,0,0,1,0,0.5,134,1500.0364049095651,1440.0207132137357,1510.398389900481,1429.6587282228197
game_2023_135,SAS,REN,4,1,1.05,1.21,18,13,5,9,0,0,0,0,0.57,135,1490.275037249615,1513.507850787298,1503.6096612662252,1500.1732267706877
game_2023_136,AUG,TAC,2,1,2.51,1.46,19,12,6,4,0,0,0,0,0.53,136,1506.6218032236075,1414.8118429914416,1515.8934698167689,1405.5401763982802
game_2023_137,FOR,SFS,1,3,1.11,1.16,9,12,6,1,0,0,0,0,0.55,137,1505.16150494656,1509.1623013332185,1492.8054388053536,1521.5183674744248
game_2023_138,OAK,BOI,2,3,0.72,1.39,4,18,5,4,0,0,0,0,0.54,138,1486.8022509156094,1541.754614519843,1476.2629980725185,1552.293867362934
game_2023_139,EUG,MOB,0,1,1.13,0.69,16,8,7,4,0,0,0,0,0.45,139,1453.7699777544015,1471.9692061455705,1441.9241494266134,1483.8150344733585
game_2023_140,BOI,FOR,1,1,1.51,0.36,19,10,5,8,0,0,0,0,0.45,140,1552.293867362934,1492.8054388053536,1562.6742719734402,1482.4250341948473
game_2023_141,MAN,LEX,1,1,1.28,1.77,16,11,8,5,0,0,0,0,0.61,141,1538.7157929850478,1483.0888460220851,1524.2313801434332,1497.5732588636997
game_2023_142,AUG,CHM,1,1,1.91,0.29,15,3,8,6,0,0,0,0,0.53,142,1515.8934698167689,1497.6400689109116,1527.7373544855404,1485.79618424214
game_2023_143,SFS,SAS,1,1,1.06,1.23,5,11,3,4,0,0,0,0,0.6,143,1521.5183674744248,1503.6096612662252,1508.3746200045289,1516.7534087361212
game_2023_144,PRO,SJU,2,0,0.91,0.23,4,6,9,3,1,0,1,0,0.57,144,1538.9029766057372,1472.0355446442475,1549.0264974051859,1461.9120238447988
game_2023_145,ANC,FAR,1,1,1.18,1.27,9,16,1,6,0,0,1,0,0.39,145,1561.5773084893212,1544.31886690172,1548.456896342457,1557.4392790485842
game_2023_146,DES,JAC,0,2,0.21,0.92,8,3,5,7,0,0,0,0,0.55,146,1488.7241331439361,1516.659367026378,1477.2270237375826,1528.1564764327316
game_2023_147,TUC,OAK,0,2,0.65,0.72,9,5,6,0,0,0,0,0,0.38,147,1496.2318551178128,1476.2629980725185,1483.0142077794633,1489.480645410868
game_2023_148,MOB,TOL,1,2,2.18,1.17,20,11,9,3,0,0,0,0,0.48,148,1483.8150344733585,1470.251536077581,1470.8272961434104,1483.2392744075291
game_2023_149,DOV,SPR,4,4,2.74,1.95,20,14,6,5,0,0,0,0,0.6,149,1523.0308163458906,1510.398389900481,1535.0765284394568,1498.352677806915
game_2023_150,EUG,WIC,2,1,1.58,0.45,10,9,7,5,0,0,0,1,0.39,150,1441.9241494266134,1487.2039379824714,1456.0440598610792,1473.0840275480057
game_2023_151,ALB,TAC,1,0,1.66,0.56,17,10,5,2,0,0,0,1,0.41,151,1429.6587282228197,1405.5401763982802,1441.292384747894,1393.906519873206
game_2023_152,REN,BAK,2,4,2.19,0.84,20,11,8,2,0,0,0,0,0.58,152,1500.1732267706877,1461.708686153884,1486.2949799892908,1475.5869329352809
game_2023_153,LRO,LAR,1,2,1.03,1.66,7,12,3,5,0,0,1,0,0.57,153,1541.6704795977105,1544.3462760047992,1529.2667472087346,1556.750008393775
game_2023_154,FAR,FOR,2,0,2.09,0.14,19,2,3,2,0,0,0,0,0.58,154,1557.4392790485842,1482.4250341948473,1567.2815941174526,1472.5827191259789
game_2023_155,SPR,MAN,2,0,0.22,0.34,9,14,5,6,0,0,0,0,0.44,155,1498.352677806915,1524.2313801434332,1511.7820209370416,1510.8020370133065
game_2023_156,TAC,ANC,4,0,1.34,0.94,13,10,10,7,1,0,1,0,0.4,156,1393.906519873206,1548.456896342457,1411.627037930028,1530.7363782856348
game_2023_157,EUG,SAS,0,3,0.59,1.6,15,15,8,4,0,0,0,0,0.43,157,1456.0440598610792,1516.7534087361212,1445.7062927915294,1527.091175805671
game_2023_158,BAK,SFS,0,0,1.02,1.06,9,14,7,5,0,0,0,0,0.43,158,1475.5869329352809,1508.3746200045289,1464.2630753766807,1519.698477563129
game_2023_159,DOV,PRO,1,0,0.88,0.47,12,5,7,3,0,0,1,0,0.53,159,1535.0765284394568,1549.0264974051859,1548.0781493883196,1536.024876456323
game_2023_160,OAK,JAC,2,2,1.76,0.96,19,11,1,7,0,0,0,0,0.44,160,1489.480645410868,1528.1564764327316,1503.3664010547495,1514.27072078885
game_2023_161,SJU,AUG,2,3,1.25,0.75,6,8,6,3,0,0,0,0,0.45,161,1461.9120238447988,1527.7373544855404,1451.752345095787,1537.8970332345523
game_2023_162,WIC,ALB,2,2,1.36,2.24,22,23,0,5,0,0,0,0,0.6,162,1473.0840275480057,1441.292384747894,1459.4434129067963,1454.9329993891033
game_2023_163,TUC,REN,2,4,1.33,1.62,8,5,7,0,0,0,0,0,0.46,163,1483.0142077794633,1486.2949799892908,1470.6322395398074,1498.6769482289467
game_2023_164,OAK,LRO,1,3,1.68,1.35,23,10,7,6,0,0,0,0,0.45,164,1503.3664010547495,1529.2667472087346,1491.7965185759253,1540.8366296875588
game_2023_165,CHM,FAR,2,1,1.59,1.55,16,14,7,0,0,0,0,0,0.64,165,1485.79618424214,1567.2815941174526,1501.1752611352342,1551.9025172243585
game_2023_166,LEX,LAR,7,0,2.47,0.18,20,10,3,4,0,0,0,0,0.52,166,1497.5732588636997,1556.750008393775,1512.1819614700948,1542.14130578738
